class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,1086734,,,,0,0,0,0,0,0,30852,6514980,60480536,11501290,150142,48,30292968,150728,122,,0,0,56560208,42526336,24636188,12821538,0,0,0,0,0,0,0,0,0,0,0,9836,195734,24315122,54160294,0,145312,138502,146152,139044,23191566,54215812,704588,8,2,0,28646226,13510036,6015268,4470444,4165454,6946892,11099530,3726698,99988,538,81201502,808,1778,2608,3250,30292968,1425534,11792798,12784822,390680,404820,403480,358260,373200,380560,352620,329860,12560,1086733.01,81201502,81201502,80213746,573445,3052318,,43820,78681570,1209600,0,,,,67056136.32,0.0,11562346.56,0,0,0,0,0,776778,33511648,38907668,5050354,385434,48232,960,,0,81201502,,50484,11414,2840076,6988178,28318676,39379732,1089922,2592,0,0,,,,,,,,,,30426,2228,,,,,,,,,862040,1167566,285656,0,0,2583386,426868,46558460,16652020,0,0,0,0,,22768.28,24862,11866528,17692108,10418606,5879290,12787218,11547080,5935580,1598690,932418,22944,0,0
neg,702,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,14610,0,0,0,11708,17188,44148,45418,30806,4846,0,0,0,0,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86752,14,18,34,0,14610,628,17942,12788,,,,,,,,,30180,702.13,86752,86752,228,0,0,8300,86120,0,1209600,1606,0,0,0,41716.8,0.0,19399.68,0,0,0,0,0,0,0,0,0,0,0,0,0,16,86752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,158,0,0,0,0,0,0,0,0,822,18,24,0,0,856,192,177380,17768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,38920,,238,144,0,0,0,0,0,0,662,112182,1909284,478646,11640,282,1211670,0,0,0,0,0,2340624,2164606,264216,140664,0,0,0,0,414,242,0,0,0,0,0,155764,992796,1055090,309046,0,1724,966,1368,26834,1911732,570054,18,0,0,0,924900,591228,282562,227238,181388,129780,98056,77518,26,0,2605224,0,26,346,2,1211670,24218,152972,110756,105680,136320,,,,,,,18220,38919.21,2605224,2605224,2615938,14533,1898,16164,181040,2512696,1209600,57110,0,102,0,2260515.84,0.0,250550.4,0,0,0,0,0,6216,888808,1398824,204486,11590,2716,56,2,8,2605224,,3268,312,10898,138432,88164,1175276,1070290,25760,296,0,496,928,2244056,44474,1126,8784,0,0,2284704,1290,140,0,0,0,0,0,0,0,0,12532,32348,5420,0,0,65558,8058,165060,18638,0,0,0,0,323970,836.16,884,263844,473718,350910,177584,445596,383654,211920,88164,107418,9888,0,0
neg,60094,,1314,1182,0,0,0,0,0,0,60776,1220952,2044598,345652,8850,194,1769606,0,0,0,988,2584,3347924,2936444,519704,318862,0,0,0,0,4494,844,0,0,0,0,0,0,1494036,1975624,211362,0,2478,502,1306,143494,2346838,1185856,548,0,0,0,1021036,1179116,358732,231840,165574,125902,153418,443664,1740,0,3869406,2026,164,4662,2,1769606,36148,185506,329386,148420,137700,179140,,,,,,45200,60093.95,3869406,3869406,3817314,24171,1982,17202,230760,3681022,1209600,100370,0,122,0,3260644.8,0.0,417389.76,0,0,0,0,2494,196020,1678330,1551312,229674,18756,4170,266,704,742,3869406,,5642,816,43766,254972,134354,2571282,644412,25584,194,0,2152,2564,3199070,577532,0,89108,0,18,3289906,3894,266,0,0,0,0,0,0,0,0,21254,49420,8042,0,0,79690,10042,133500,15650,0,0,0,0,1020810,1627.92,1754,444598,549148,330368,215796,658980,756930,292406,158668,249034,25094,0,0
neg,141870,,718,486,0,0,0,0,0,57374,1807144,3840488,1499622,264926,13130,222,3690528,0,142,0,39948,58866,6918618,6371954,1340654,472754,6,0,0,0,862,4498,0,0,0,0,0,0,160086,4128896,3193924,0,4514,3390,5226,9586,816728,6643462,0,0,0,0,1277700,3270796,1388416,507288,283866,185220,143144,197932,202692,25852,8300156,6724,786,40266,2,3690528,78352,921598,416408,163780,197460,190040,227620,182080,196160,,,172040,141869.16,8300156,8300156,8313700,46232,170,97048,1030680,7482906,1209600,143458,0,174,0,6788309.76,75.84,688550.4,60,1052,0,13144,389648,3188402,2361870,1225432,281794,19752,2742,122,1320,1334,8300156,,6068,986,441416,227138,1623698,5143246,40354,0,0,0,328,11030,6701458,2353886,0,2996,0,0,6826212,4088,1408,0,0,20,82,0,0,0,0,34450,25106,7018,10760454,1526768,197480,24276,116580,52252,7969788,37332,0,0,27589200,1828.16,2376,725022,705408,468374,262828,595016,586334,956052,3154034,29838,0,0,0
neg,40168,,630,512,0,0,0,0,0,0,136608,1010896,1378170,330866,7836,262,1412066,10520,0,0,0,0,2431044,2045558,681794,291972,0,0,566,0,3278,644,0,0,0,0,0,3844,661424,1914500,284870,0,4678,2198,2442,3138,9892,2841672,618,0,0,0,1164384,654674,206436,148998,125094,111776,140786,281220,31228,42,3113852,8,34,904,10,1412066,45612,299058,379818,299600,223240,,,,,,,149260,40167.74,3113852,3113852,3078678,17931,3300,59966,684440,2864638,1209600,77890,0,222,0,2349811.2,0.0,510946.56,4,462,0,0,26444,343460,1122924,1160790,189546,17640,3622,212,22,30,3113852,,7404,950,93684,315836,204728,1986214,247450,8184,188,0,852,1776,2306198,104932,0,7000,0,0,2384466,3738,150,0,0,0,0,0,0,0,0,28098,23842,5788,0,0,94892,15172,92480,14656,0,0,0,0,167740,1821.8,2122,539512,578918,301852,149826,320376,311582,250080,174376,233920,4196,0,0
neg,41644,,936,504,0,0,0,0,0,0,9764,683140,2585564,634304,39292,824,1693078,0,0,0,0,0,3245412,2454152,1072228,581028,0,0,0,0,894,190,0,0,0,0,0,0,3256488,655744,40656,0,6646,2252,3314,17290,1596730,2266564,60090,2,0,0,2232540,601828,270674,216160,195700,187324,163642,84730,290,0,4319964,278,554,250,0,1693078,60698,331964,732680,301640,286360,305480,,,,,,159800,41643.76,4319964,4319964,4247402,18762,8326,52834,669580,3952888,1209600,137526,0,302,0,2950058.88,152110.08,843600.96,0,0,0,0,0,104592,1415284,1989628,398652,36456,8008,268,108,112,4319964,,13768,1736,58496,467724,354738,2061332,950610,44056,428,0,1298,436,2849522,5150,22,79036,0,0,2983988,6052,618,0,0,600,152542,0,0,0,0,38030,18672,3438,0,0,139056,20502,318620,67752,0,0,0,0,1643760,3506.72,3888,1044648,1093882,496232,201262,409654,306112,193728,90698,112820,3852,0,0
neg,39466,,236,178,0,0,0,0,0,0,96372,1012790,1502422,196902,7538,0,1210642,0,0,0,0,0,2453176,2057274,573278,331960,0,0,0,0,396,58,0,0,0,0,0,134010,1656548,442828,582638,0,2898,1024,2708,33140,1527804,1229110,19340,0,0,0,1102836,638912,289306,212998,180620,175842,174170,41340,0,0,3027112,298,68,420,10,1210642,40686,331122,241472,235080,227020,,,,,,,105840,39465.06,3027112,3027112,3021862,15762,1606,56420,601560,2816024,1209600,90618,0,196,0,2430836.16,0.0,382039.68,0,0,0,0,2114,319384,1431810,943756,108580,8646,1688,46,20,30,3027112,,5072,498,51398,239742,106668,1662796,724598,25098,154,0,366,188,2405262,33894,38,6188,0,0,2467306,2006,152,0,0,0,0,0,0,0,0,21854,43470,7994,0,0,92948,18572,82100,13472,0,0,0,0,38465060,1044.94,1200,418434,555554,400816,239476,502962,342990,213810,95374,46560,48,0,0
neg,166,0,4,,0,0,0,0,0,0,1514,2792,156,0,0,0,8564,0,0,0,876,2280,27286,15530,74370,2762,0,0,0,0,6,8,0,0,0,0,0,0,0,190,4272,0,274,162,174,152,342,3358,0,0,0,0,4274,118,42,12,0,10,6,0,0,0,102638,0,0,0,0,8564,618,64224,9584,,,,,,,,,73120,166.9,102638,102638,45752,10,0,9602,101560,4538,1209600,232,,,,13190.4,611.52,10118.4,0,40,0,0,1090,1970,1354,48,0,0,0,0,,0,102638,0,106,16,26,6,8,1068,2872,350,10,0,,,,,,,,,,66,8,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,54,2902,1560,0,0,0,0,0,0,0,0,0,0
neg,108,0,48,40,0,0,0,0,0,0,22,14826,4608,0,0,0,7232,,,,0,,17592,,26124,,0,,,,26,60,0,0,0,0,0,0,0,136,19320,0,1276,12,14,30,122,17952,50,0,0,0,14298,3188,568,296,396,508,92,76,34,0,43784,10,4,0,0,7232,480,,,,,,,,,,,25660,108.39,43784,43784,43026,59,0,4130,43220,19524,,948,0,4,0,10592.64,41.28,7767.36,0,24,0,0,0,9278,9270,908,0,0,0,0,4,12,43784,0,1244,28,206,122,1966,6300,9024,556,10,0,66,104,10654,556,0,0,0,0,11894,114,96,0,0,0,46,0,0,0,0,430,0,2,9260,1552,656,114,60,6,46550,34,0,0,0,128.54,88,9288,6206,1662,412,524,244,460,660,0,0,0,0
neg,262,,38,28,0,0,0,0,0,0,40,18304,7058,0,0,0,10468,0,0,0,0,0,28124,21822,33134,2306,0,0,0,0,18,118,0,0,0,0,0,0,0,1240,24162,0,324,318,628,1650,16986,5496,0,0,0,0,16690,7400,636,78,24,14,76,444,40,0,61292,0,0,0,0,10468,454,28070,4914,,,,,,,,,32660,261.22,61292,61292,61636,73,366,5902,60800,25402,1209600,1270,2,4,0,14485.44,0.0,10261.44,4,42,0,0,0,14466,9494,1396,46,0,0,0,0,8,61292,,1098,18,838,902,2710,19618,218,0,0,0,32,296,14270,152,0,0,0,0,15492,106,46,0,0,0,0,0,0,0,0,446,0,0,732,126,794,128,96920,11702,3890,34,0,0,0,65.74,78,11154,5762,2302,540,1002,1366,1122,2154,0,0,0,0
neg,588696,0,,6486,0,0,0,0,21886,736800,9877792,22297552,12966946,4081824,712860,28894,25945622,0,180,,448240,621168,55916316,51736284,7605072,3836368,,0,0,0,21102,9532,0,0,0,0,0,0,5038,11507656,39211860,0,111492,76560,77786,226066,13426728,36348426,336406,121064,22,4,25696286,10086274,5746064,2662770,1722468,1224478,916474,668242,325096,1676402,63976500,,,31602,6454,25945622,749280,2735270,4853650,172840,129620,141600,159780,151400,125340,149380,199960,105480,588695.68,63976500,63976500,63539738,217251,,,975280,60100428,1209600,1989430,792,5914,0,37150292.16,3404064.0,19481483.52,8818,16794,2934,45558,1989612,7592984,16951024,14454946,5954616,1994186,1131318,607376,7002,,63976500,0,60150,9878,6222466,11049570,3136432,21923240,8024422,297412,984,0,7100,28072,17062022,4547356,1296,7852,0,0,18284130,99936,,,,,,,,,,353912,,,,,,,,,,,,,,41485.36,20300,19916850,9149506,4907082,2148814,2964880,1871554,3941644,5777112,46408,704,,
neg,40772,,202,172,0,0,0,0,0,0,13596,282578,1853066,774952,55426,3652,1263738,0,0,0,0,0,2596136,2219836,470186,325152,0,0,0,0,446,204,0,0,0,0,0,230510,1157164,776218,819378,0,2142,1534,2528,409326,1940466,627250,24,0,0,0,1267474,700536,291876,175198,112074,82200,109718,242066,2128,0,3066796,64,116,394,4,1263738,41392,211882,256468,195880,176320,,,,,,,92880,40771.43,3066796,3066796,3073326,17053,41318,61236,642000,2983270,1209600,91250,2,92,0,2437493.76,0.0,544277.76,0,0,0,0,0,66672,744110,1599474,543288,26710,2974,42,20,30,3066796,,3948,544,132032,334086,228932,1999526,268938,14970,294,0,278,594,2233962,88424,0,808,0,70,2458810,2162,186,0,0,0,0,0,0,0,0,20442,23798,5772,0,0,90590,24528,418000,160250,0,0,0,0,3814590,1058.42,1096,569206,502160,354710,205184,720324,439384,55750,45336,89262,1954,0,0
neg,58932,,0,,0,0,0,0,0,0,180982,3048704,2314208,188660,1420,4,3115106,0,798,0,0,0,4483782,3292260,1606380,1049344,0,0,142300,0,0,0,0,0,0,0,0,536268,5042020,132444,23246,0,7068,2372,2424,3714,67238,5651088,68,6,0,0,2053044,1100142,418744,340192,326982,389898,991442,113534,0,0,6091456,0,2,0,0,3115106,137028,704540,895086,300320,349080,342520,306980,288480,,,,4600,58931.08,6091456,6091456,6056842,42296,8580,113324,29040,5733978,1209600,0,,,,4783728.0,0.0,942870.72,6,714,0,0,848,220788,1340158,3008170,1054584,94614,12760,2056,,0,6091456,,12066,1408,252896,483766,232728,2319952,2342870,87254,1038,0,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,93194,260,34,0,0,796,112,29460,11078,0,268,0,0,0,3061.36,3108,969866,2395520,866054,299138,444174,261702,185494,113092,192262,6676,0,0
neg,533326,2,4228,4226,0,0,0,0,49490,536584,3455638,3916970,2751204,733764,66468,5904,16016492,0,0,,681174,923936,27987850,26168606,6532312,1848442,0,0,906,0,8584,7318,0,0,0,0,0,86778,1891236,4258362,5279646,0,11690,1606,2532,13848,427090,10228058,360130,471066,2,0,3951844,2447134,1191304,755880,546150,393836,333992,310094,201804,1383984,35206784,45716,59044,40514,0,16016492,387164,4692202,1827428,191260,205620,141940,178620,182340,242960,307020,278380,16460,533326.07,35206784,35206784,34878880,75672,210206,,58320,30853990,1209600,943594,3044,5916,0,28305549.12,208.32,2518665.6,6,1200,20668,107388,461368,1284516,2801246,2937672,2131226,1397230,289010,85698,26040,45278,35206784,0,15102,1910,462252,478756,368004,6652334,3453176,84426,62,0,2270,24956,11213150,13644058,846,1051682,0,0,25848556,18738,1620,,,,,,,,,196976,142284,45678,82932810,10846982,1117756,166956,23926960,4919428,23329352,707060,0,0,,4237.88,4492,1044944,1530706,1593672,619422,1030438,1002086,4211024,474262,9468,0,0,0
neg,72710,0,1360,944,1710,1724,0,0,0,0,451116,3413220,2507600,995598,183352,5664,3137420,0,0,0,9706,17586,7018996,6323474,1033998,608606,0,0,0,0,464,436,0,0,0,0,0,0,33368,3021536,4501646,0,4674,1756,2258,5646,94726,3553994,3893466,30,0,0,4532478,1300192,440484,284250,232564,185794,162750,135190,63408,219440,8063964,1962,1456,2436,20,3137420,84968,327312,704456,144740,144520,134300,136460,160700,202720,,,98140,72709.47,8063964,8063964,7954310,26428,952,73278,793580,7559908,1209600,230116,930,542,0,4679190.72,2200449.6,703938.24,394,1056,0,0,62496,913880,2865730,2711408,891588,103044,7830,574,2580,5520,8063964,0,8678,1642,1803582,347666,636014,4298222,436506,24220,20,0,2698,806,4654500,922368,0,5844,0,0,4777744,4752,342,0,0,2580,2458878,0,0,0,0,39028,19496,3110,14599682,1872250,294474,36234,31020,5244,7738206,57134,0,0,0,3178.42,3240,2959010,1468228,669410,197856,365096,645174,1000226,247838,3712,0,0,0
neg,776,0,12,4,0,0,0,0,0,0,37528,17740,1496,0,0,0,,,,,,,,,,,0,,,,20,16,0,0,0,0,0,0,0,14878,41886,0,1250,12,14,20,18,37966,17484,0,0,0,25438,22782,5262,1388,690,376,558,148,38,84,,14,28,20,0,,,,,,,,,,,,,,775.43,,,68118,227,96,,,56834,,878,4,0,0,36206.4,0.0,19149.12,2,20,0,0,4192,20458,7110,10124,14858,22,0,0,16,20,,0,1268,24,586,994,6162,7790,37618,2186,136,0,8,24,36214,17816,0,6,0,0,37268,76,44,0,0,0,0,0,0,0,0,,44,6,6996,2506,496,112,300,120,2,30,0,0,0,124.02,72,20828,3968,1220,660,2404,2300,2786,22598,0,0,0,0
neg,43176,,470,326,0,0,0,0,0,0,3416,492756,2221154,507738,19826,86,1503908,0,0,0,0,0,2659754,2129688,753840,430388,0,0,0,0,2734,454,0,0,0,0,0,0,20506,33980,3190490,0,16100,10748,6476,47522,2294694,869318,118,0,0,0,1157166,954586,360976,229442,145320,102818,93618,200912,138,0,3414628,94,704,1938,10,1503908,64276,222214,526874,249580,262580,,,,,,,231140,43176.39,3414628,3414628,3402490,17478,0,91366,984160,3244976,1209600,102502,0,112,0,2675793.6,0.0,564120.96,0,0,0,0,0,121858,1594586,1267406,232334,24202,4512,78,46,50,3414628,,9208,920,21276,335370,144862,1662892,1043262,27078,108,0,562,1470,2710176,68534,0,308,0,0,2734328,2982,318,0,0,0,0,0,0,0,0,46180,26938,5606,0,0,118008,19874,17840,1800,0,0,0,0,1017580,2253.98,2224,592920,679764,392800,233252,665454,492582,148592,29902,9680,30,0,0
neg,36536,,484,,0,0,0,0,0,14148,356636,2380212,1529624,215524,7912,0,1653560,0,0,0,16470,30708,3583692,3395300,1001718,171910,0,0,0,0,1132,32,0,0,0,0,0,0,0,220060,4283996,0,11582,17904,32800,44370,603488,3793912,0,0,0,0,2499474,967284,468426,254120,132216,75400,50032,42208,13970,926,4602062,60,52,354,4,1653560,57188,275332,722486,224040,241440,290000,,,,,,241800,36535.29,4602062,4602062,4610486,18732,98230,95188,968900,4504056,1209600,0,,,,2678572.8,0.0,1820363.52,530,1056,0,5806,133628,943094,2536516,864980,17680,2192,160,0,,0,4602062,,2554,338,1425408,591080,838614,1628380,17682,0,0,0,,,,,,,,,,7488,362,0,0,0,0,0,0,0,0,23702,3216,508,9490970,1497984,122640,21258,14319020,1804744,4592760,21096,0,0,400110,697.68,854,1861732,960488,476786,244324,443814,301010,142114,73362,426,0,0,0
neg,81782,,2130706432,838,0,0,0,0,0,0,69068,1805106,3953124,2045844,219104,3952,2974188,0,0,0,0,0,6412110,4918824,1938028,1365210,0,0,0,0,3638,490,0,0,0,0,0,0,5161724,2934474,0,0,5062,3164,3410,113062,5917240,2054118,142,0,0,0,3917808,1950992,578698,351840,346032,574424,376394,10,0,0,8351570,0,678,1482,12,2974188,106696,686632,1246252,272600,272280,294340,258400,276180,293180,,,257980,81781.33,8351570,8351570,8383718,36395,143272,98840,1080320,8096198,1209600,286640,4,342,0,6055028.16,182815.68,1853049.6,0,0,0,0,900,431172,1934714,3293740,2101924,306444,26036,1268,2954,2962,8351570,,10796,1558,841592,1257286,397118,4220628,1331486,35706,28,0,2196,1316,4899960,23180,0,680,0,16,6120672,9518,610,0,0,3690,182974,0,0,0,0,64416,109268,30926,0,0,253628,40002,34444900,4292404,0,0,0,0,1786410,2869.38,3040,2108804,2706500,809268,385252,769828,489950,303342,175436,312826,34992,0,0
neg,127958,,,,0,0,0,0,0,2468,100440,2330088,4673220,1205200,7032,0,2823070,0,0,,2776,3596,7222112,6556380,1266354,552086,0,0,0,0,0,0,0,0,0,0,0,121672,3463968,3059754,1673054,0,25178,14670,26044,38836,4115546,4048728,49446,0,0,0,2767564,1678120,726232,577656,517352,552756,768734,678854,50366,814,8492050,154,540,1344,700,2823070,91462,679134,583462,189200,185420,158620,178900,167800,185400,183140,0,3660,127957.44,8492050,8492050,,59098,137460,,8900,,1209600,0,,,,7671843.84,0.0,636430.08,,,0,0,22284,656286,3226430,3659270,668726,70218,14764,470,,0,8492050,,7338,1508,402752,266912,528968,6505396,587888,17686,0,0,,,,,,,,,,4748,116,,,,,,,,,43902,123526,27860,0,0,295932,46110,10482580,2015988,0,0,0,0,,,,681420,2001270,1139716,551884,1137650,1205024,851790,371008,368290,10396,0,0
neg,81512,,166,158,0,0,0,0,0,540,99972,1711830,2855900,338856,13204,38,2138506,0,0,0,824,1002,4740678,4362248,691732,287388,0,0,0,0,324,86,0,0,0,0,0,317758,3245108,1228416,229058,0,6358,1974,2404,72866,3406184,1529938,616,0,0,0,1550164,1219610,457866,396254,360196,322958,449846,261074,2372,0,5434094,462,646,706,6,2138506,40654,486338,204218,151360,108020,125840,218760,,,,,78620,81512.85,5434094,5434094,5396708,32773,0,54248,585740,5020340,1209600,152228,10,140,0,4620331.2,0,393156.48,0,0,0,0,13534,412174,2294492,2029278,245988,20116,4626,132,4,16,5434094,,9908,980,129220,185010,228186,3827012,606988,32858,178,0,292,178,4634124,123322,0,3816,0,22,4652144,3106,246,0,0,0,0,0,0,0,0,22784,172938,41994,0,0,138456,19476,14777640,1481266,0,0,0,0,42388670,2016.56,1974,432168,815850,766728,422682,825618,800168,517842,247196,191924,164,0,0
neg,40320,,642,510,0,0,0,0,0,25436,1158512,2388020,744368,29184,0,0,1583722,0,0,0,44638,67328,3803396,3299168,804838,454976,0,0,0,0,500,556,0,0,0,0,0,0,89650,2005394,2250476,0,4828,1914,2390,3120,57466,4274384,1418,0,0,0,1820900,1459082,474622,203572,111206,66652,47758,53658,75230,32840,4654142,3144,1784,2002,0,1583722,59300,295100,507710,210640,194560,214400,,,,,,173880,40319.29,4654142,4654142,4674032,16327,9926,96036,1012620,4345520,1209600,198542,2,268,0,3053384.64,93889.92,1193358.72,2,732,0,1218,220132,1628284,1835002,578930,67500,12776,1662,16,284,350,4654142,,9866,1268,216296,976212,183004,1966056,944746,47522,550,0,680,676,2962240,369812,0,1506,0,0,3053424,11954,2244,9690,101240,0,0,0,0,0,0,32028,5814,1276,0,0,178464,28152,14392000,1468836,0,0,0,0,952910,2525.62,2730,1350850,1004446,776216,335904,645102,55468,104860,72556,118,0,0,0
neg,160,0,30,26,0,0,0,0,0,0,11562,12518,2918,0,0,0,8480,0,0,0,3130,4502,21002,18004,17712,1442,0,0,0,0,42,62,0,0,0,0,0,0,0,12428,14570,0,222,14,26,564,1468,3940,17740,3024,0,0,19876,4240,878,646,928,282,120,28,0,0,41934,8,2,2,0,8480,452,12174,5502,,,,,,,,,17240,159.75,41934,41934,42112,79,0,3908,41340,27104,1209600,1162,2,10,0,13086.72,0.0,11924.16,0,26,0,0,5364,12168,6246,3154,56,10,0,0,44,50,41934,0,2198,40,414,562,208,4210,18096,1242,28,0,48,240,15088,1696,0,0,0,0,15088,170,76,0,0,0,0,0,0,0,0,510,0,0,0,0,430,84,15580,1572,0,0,0,0,0,163.78,108,14780,6164,1026,180,322,106,216,4204,0,0,0,0
pos,153204,0,182,,0,0,0,0,0,11804,684444,326536,31586,0,0,0,2658638,14346,0,0,29384,46356,5566182,4426834,1571480,1120644,2,0,0,0,1368,862,0,0,0,0,0,0,0,94188,960182,0,250,16,32,146,126,951126,91162,11512,0,0,702994,186172,69282,36640,20698,17720,18586,2278,0,0,7167172,692,152,1690,294,2658638,126990,355360,1215418,263620,263960,253220,260500,270840,,,,255200,153203.49,7167172,7167172,1065896,2169,415352,108024,1114900,6785612,1209600,0,,,,14779408.32,5602235.52,6587273.28,0,8,0,0,32854,113024,413450,341800,110462,40426,2354,0,,0,7167172,0,556,62,11606,370336,119892,399936,149156,2826,0,0,,,,,,,,,,16910,218,0,0,55760,1433920,0,0,0,0,51558,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,166,512878,293880,129862,26872,34044,22472,34362,0,0,0,0,0
pos,406884,,,,,,0,0,0,0,217260,9517738,32609278,15650362,1822266,60604,22733630,463828,8964,,0,0,38851688,27604642,24011304,10720650,,0,15136,0,,,0,0,0,0,0,0,67066,59800272,10170,0,841220,161452,133628,14364620,41835166,2541402,18,2,0,0,21815436,17441256,5760322,3697442,2724986,2333788,2312556,3045784,730082,15856,62878490,,,,,22733630,1245370,9820174,14127348,734240,710200,623840,605680,545660,491460,506700,677820,453120,406883.85,62878490,62878490,62522010,253165,,,1021580,59877508,1209600,,,,,46190875.2,0.0,13616364.48,,,0,0,1312,1293672,15976824,29645760,11245290,1521024,186590,7036,,,62878490,,87728,34516,7379446,10567652,23678180,17614254,507202,8530,0,0,,,,,,,,,,,,,,,,,,,,767376,,,,,,,,,,,,,,,,13906666,33854976,6574514,2920250,2344686,225474,35754,10032,5086,70,,
neg,1284,,10,6,0,0,0,0,0,0,80,57930,20132,582,0,0,34394,0,0,0,0,0,76204,70458,11542,2638,0,0,0,0,6,8,0,0,0,0,0,0,38402,8544,31778,0,1432,24,50,58,7434,69726,0,0,0,0,29196,39066,6890,2694,344,340,164,30,0,0,87786,270,634,92,0,34394,688,6274,5240,,,,,,,,,11260,1283.5,87786,87786,88480,237,230,8570,87400,78724,1209600,1230,0,2,0,67557.12,0.0,9779.52,0,26,0,0,0,30576,42426,4628,884,204,6,0,0,4,87786,,1468,22,52,2842,1906,11248,58858,2284,44,0,18,62,67134,46190,0,74,0,0,68170,78,24,0,0,0,0,0,0,0,0,468,262,82,0,0,1376,236,2720,494,0,0,0,0,283520,111.38,76,11720,8422,3940,2182,5422,46988,50,0,0,0,0,0
neg,1088,0,20,14,0,0,0,0,1564,11206,95980,34706,2116,0,0,0,42986,,,,,,,,,,0,,,,88,16,0,0,0,0,0,0,0,26728,118844,0,2390,206,278,488,1184,123774,3516,13732,4,0,81300,40104,12408,6730,2602,1622,602,154,34,16,221170,8,8,4,0,,,,,,,,,,,,,74300,1088.69,221170,221170,204422,554,302,11272,218400,145852,1209600,3414,0,50,0,55761.6,0.0,20943.36,8,138,58,6984,31442,35030,23176,37006,11832,44,0,0,0,16,221170,0,1978,104,5934,5484,3952,35702,88910,3490,18,0,22,52,99872,23380,0,0,0,0,104450,564,484,0,0,0,0,0,0,0,0,2520,78,26,0,0,820,186,1160,450,0,0,0,0,88700,516.8,340,23190,77700,2402,1160,2766,2540,3052,32544,218,0,0,0
neg,9410,,260,206,0,0,0,0,0,0,394,21632,332072,300982,16916,1888,293054,0,0,0,0,0,650304,576120,176552,57850,0,0,0,0,192,76,0,0,0,0,0,0,170684,503196,0,0,1204,768,910,34672,423344,212252,730,0,0,0,321318,155468,63898,37950,23384,15976,14208,41674,2,0,827020,832,880,1600,0,293054,7468,121484,54206,,,,,,,,,174760,9409.02,827020,827020,827658,3548,846,81678,825060,673900,1209600,23732,0,38,0,571328.64,0,101897.28,0,0,0,0,0,4034,105636,339360,210606,12854,1302,86,124,130,827020,,1354,170,9474,48516,39148,458390,112014,4738,74,0,418,272,571316,153486,24,19132,0,0,577118,678,106,0,0,0,0,0,0,0,0,4200,4526,818,0,0,12942,1708,7560,1638,0,0,0,0,1165060,648.26,424,108338,129604,76142,41404,125462,143668,35352,9720,4170,20,0,0
neg,66,,76,66,0,0,0,0,0,0,6252,4468,4440,3462,0,0,7202,0,0,0,0,0,21316,16492,9524,1300,0,0,0,0,46,46,0,0,0,0,0,0,4450,712,13460,0,136,32,26,66,2258,16064,40,0,0,0,14484,3840,216,68,4,8,0,2,0,0,30876,2,4,0,0,7202,412,4796,4698,,,,,,,,,9180,66.13,30876,30876,33684,31,88,2828,30480,18622,1209600,1064,8,6,0,8764.8,83.52,9681.6,0,20,0,0,1970,8424,3678,3772,750,28,0,0,0,10,30876,,212,42,44,388,2318,3268,10458,1812,80,0,74,44,9154,90,0,0,0,84,9522,116,88,0,0,0,84,0,0,0,0,306,0,0,2072,660,284,68,2220,220,14556,26,0,0,0,87.46,86,10642,5548,1644,402,86,2,4,96,18,180,0,0
